paper_id,title,file_name,year,priority,extraction_quality,evidence_type,claim_type,evidence_text,figure_table_source,page_est,keyword,confidence,relevance,ml_feature_candidate
P345,Triply periodic minimal surface (TPMS) porous -Surface curvature in triply-periodic minimal,P345_unidentified.pdf,2022,medium,good,excerpt,general,TOPICAL REVIEW • OPEN ACCESS You may also like Triply periodic minimal surface (TPMS) porous -Surface curvature in triply-periodic minimal,line 2,1,review,medium,standard,FALSE
P345,Triply periodic minimal surface (TPMS) porous -Surface curvature in triply-periodic minimal,P345_unidentified.pdf,2022,medium,good,excerpt,general,"1StateKeyLaboratoryofFluidPowerandMechatronicSystems,CollegeofMechanicalEngineering, ZhejiangUniversity,Hangzhou310027,People’sRepublicofChina",line 32,1,mechanical,medium,standard,FALSE
P345,Triply periodic minimal surface (TPMS) porous -Surface curvature in triply-periodic minimal,P345_unidentified.pdf,2022,medium,good,excerpt,general,"2KeyLaboratoryof3DPrintingProcessandEquipmentofZhejiangProvince,CollegeofMechanical Engineering,ZhejiangUniversity,Hangzhou310027,People’sRepublicofChina",line 34,1,mechanical,medium,standard,FALSE
P345,Triply periodic minimal surface (TPMS) porous -Surface curvature in triply-periodic minimal,P345_unidentified.pdf,2022,medium,good,figure_caption,measurement,"totheintricatedinternalstruts,mostofthelatticestructuresare AlthoughTPMSisaninterestingresearchhotspotindif-
fabricated by additive manufacturing. Yet, the stress concen- ferent areas, the advantages of TPMS are not fully utilized.
tration may appear at the connections of lattice struts. Based Most ",Figure 1,,Figure 1,medium,standard,FALSE
P345,Triply periodic minimal surface (TPMS) porous -Surface curvature in triply-periodic minimal,P345_unidentified.pdf,2022,medium,good,figure_caption,measurement,"Specifically,themultiscale expressedviaalgebraicequations,whichcanbesimplifiedas
design methods including geometry design and performance f(x,y,z)=C,inwhichCisaconstant.Basedonthat,TPMS
controlwillbediscussedinsections2and3.Then,currentpre- is also regarded as isosurface. Secondly, TPMS is periodic
",Figure 1,,Figure 1,medium,standard,FALSE
P345,Triply periodic minimal surface (TPMS) porous -Surface curvature in triply-periodic minimal,P345_unidentified.pdf,2022,medium,good,figure_caption,measurement,"NetworkandsheetTPMSgenerationprinciple.
orfoamstructures.Comparedwiththesesolutions,thegraded continuity. The curvature, period, and wall thickness can be
TPMSporousstructuresowntwoobviousadvantages.Firstly, adjusted in different degrees. More design freedom can be
the graded porosities can be preci",Figure 3,,Figure 3,medium,standard,FALSE
P345,Triply periodic minimal surface (TPMS) porous -Surface curvature in triply-periodic minimal,P345_unidentified.pdf,2022,medium,good,figure_caption,measurement,"HeterogeneousTPMSporousstructures.(a)HeterogeneousTPMSfromDtoGstructures.Reproducedwithpermissionfrom
[86].Copyright2018,theAuthors,CCBY4.0.(b)HeterogeneousTPMSwithdifferentunitsindifferentregions.Reproducedwith
permissionfrom[87].Copyright2015,KoreanSocietyforPrecisionEngineeringandSpringer-VerlagB",Figure 5,,Figure 5,medium,standard,FALSE
P345,Triply periodic minimal surface (TPMS) porous -Surface curvature in triply-periodic minimal,P345_unidentified.pdf,2022,medium,good,figure_caption,measurement,"DesignmethodsforTPMSporousstructureswithcomplexexternalshapes.(a)Three-dimensionalBooleanoperationdesign
approach.Reproducedwithpermissionfrom[89].Copyright2017,SpringerInternationalPublishingSwitzerland.(b)Shapefunction
mappingmethod.Reproducedwithpermissionfrom[81].Copyright2011,KoreanSocietyforPr",Figure 7,,Figure 7,medium,standard,FALSE
P356,Generalized Entropy Theory of Glass Formation in Graft Polymer,P356_unidentified.pdf,2025,medium,good,abstract,interpretation,"Molecular branching, an important characteristic of
both synthetic and natural polymers, plays a crucial role in
determining the physical properties of polymeric materials. Never-
theless, the mechanisms of how branching affects polymer glass
formation are not fully understood. Here, the generalized entropy
theory (GET) is extended to study the glass formation of graft
polymer melts having variable grafting density. Our theoretical
calculations indicate that polymers with a flexible backbone and",abstract section,1,abstract,high,standard,TRUE
P356,Generalized Entropy Theory of Glass Formation in Graft Polymer,P356_unidentified.pdf,2025,medium,good,excerpt,measurement,"tolargervalues,τ progressivelyincreasesatfixedTintheF− 0 α corresponds to a condition where S approaches zero,",line 625,16,progress,medium,standard,FALSE
P356,Generalized Entropy Theory of Glass Formation in Graft Polymer,P356_unidentified.pdf,2025,medium,good,excerpt,general,"Authors H.;Qin,S.;Berry,G.C.MolecularbrushesasSuper-softelastomers. Polymer 2006, 47(20),7198−7206.",line 1154,29,elastomer,medium,high_relevance_pu,FALSE
P356,Generalized Entropy Theory of Glass Formation in Graft Polymer,P356_unidentified.pdf,2025,medium,good,excerpt,general,"Complete contact information is available at: Rubinstein,M.;Weitz,D.A.SoftPoly(dimethylsiloxane)Elastomers https://pubs.acs.org/10.1021/acs.macromol.5c03382 from Architecture-Driven Entanglement Free Design. Adv. Mater.",line 1170,30,elastomer,medium,high_relevance_pu,FALSE
P356,Generalized Entropy Theory of Glass Formation in Graft Polymer,P356_unidentified.pdf,2025,medium,good,figure_caption,measurement,"Schematic illustration of the graft polymer model
flexible backbone and rigid side chains, a rigid backbone and
considered in the present work. Spheres designate the basic units of
flexiblesidechains,andarigidbackboneandrigidsidechains,
a polymer, which are called beads or groups. Cylinders depict t",Figure 1,,Figure 1,medium,standard,FALSE
P356,Generalized Entropy Theory of Glass Formation in Graft Polymer,P356_unidentified.pdf,2025,medium,good,figure_caption,measurement,"Extent of collective motion z, quantified by the reduced configurational entropyS c */S c, versus inverse temperature 103/T determined
fromtheGETforgraftpolymershavingvariablegraftingdensityN.Panels(a−d)correspondtoresultsfortheF−F,F−S,S−F,andS−Spolymers,
g
respectively.Thebackboneandside-chainlengt",Figure 3,,Figure 3,medium,standard,FALSE
P356,Generalized Entropy Theory of Glass Formation in Graft Polymer,P356_unidentified.pdf,2025,medium,good,figure_caption,measurement,"FragilityofglassformationdeterminedfromtheGETasafunctionofN fordifferentclassesofpolymers.Panels(a)and(b)correspond
g
toresultsforthefragilityparametersmandK ,respectively.Thebackboneandside-chainlengthsarefixedatN =61andN =3.Linesarefitsto
VFT b s
eq4.
3. RESULTS AND DISCUSSION follows its operatio",Figure 5,,Figure 5,medium,standard,FALSE
P356,Generalized Entropy Theory of Glass Formation in Graft Polymer,P356_unidentified.pdf,2025,medium,good,figure_caption,measurement,"Characteristic temperatures of glass formation determined from the molecular dynamics (MD) simulations as a function of N for
g
different classes of polymers. Panels (a−d) correspond to results for the onset T , crossover T, glass transition temperature T, and ideal glass
A c g
transitiontemperature",Figure 6,,Figure 6,medium,standard,TRUE
P356,Generalized Entropy Theory of Glass Formation in Graft Polymer,P356_unidentified.pdf,2025,medium,good,figure_caption,measurement,"Xia
N g .Inarecentexperimentalstudy,Torkelsonandcoworkers65 et al.29 also observed in their simulations that as grafting
synthesized bottlebrush polymers consisting of a poly(4- densityincreases(i.e.,N decreases),thetrenddependsonthe
g
methacryloyloxy-2,2,6,6-tetramethylpiperidine-1-oxyl) relative c",Figure 4,,Figure 4,medium,standard,FALSE
P390,Fatigue failure in glasses under cyclic shear,P390_unidentified.pdf,2024,medium,partial,conclusion,finding,"failure in soft matter. Soft Matter 16, 82–93 (2020).
In summary, we studied fatigue failure in different classes of glass 11. Bonn, D., Denn, M. M., Berthier, L., Divoux, T. & Manneville, S. Yield
subject to a finite rate of cyclic shear. Failure is identified through a stress materials in soft condensed matter. Rev. Mod. Phys. 89,
sigmoidal and rapid change in energy, measures of structural change 035005 (2017).
and plasticity. The number of cycles to failure, calculated from these 12. Nicolas",conclusion section,end,conclusion,medium,high_relevance_pu,FALSE
P390,Fatigue failure in glasses under cyclic shear,P390_unidentified.pdf,2024,medium,partial,excerpt,measurement,"The mechanical response of a solid to applied stress or deformation of damage, which is quantified by several measurable properties4–6. is a material property of obvious importance. This response for large The initiation of failure at the microscopic level occurs before macro-",line 30,1,mechanical,medium,standard,FALSE
P390,Fatigue failure in glasses under cyclic shear,P390_unidentified.pdf,2024,medium,partial,excerpt,general,"cycles of loading without failing. Several empirical forms have been ing their mechanical response, which have been investigated actively used to describe the variation of failure times upon approaching the in recent years11–14.",line 39,1,mechanical,medium,standard,FALSE
P390,Fatigue failure in glasses under cyclic shear,P390_unidentified.pdf,2024,medium,partial,excerpt,general,"damage in each cycle Dcyc in terms of dissipated work in a mechanical system, that is the stress–strain loop area. The variation of Dcyc with",line 593,15,mechanical,medium,standard,FALSE
P393,"PHYSICAL REVIEW LETTERS 131, 228102 (2023)",P393_unidentified.pdf,2023,medium,partial,excerpt,interpretation,"PHYSICAL REVIEW LETTERS 131, 228102 (2023) Editors'Suggestion FeaturedinPhysics",line 1,1,review,medium,standard,TRUE
P393,"PHYSICAL REVIEW LETTERS 131, 228102 (2023)",P393_unidentified.pdf,2023,medium,partial,excerpt,general,"1Department of Mechanical Engineering, Massachusetts Institute of Technology, Cambridge, Massachusetts 02139, USA 2Computer Science and Artificial Intelligence Laboratory, Massachusetts Institute of Technology,",line 5,1,mechanical,medium,standard,FALSE
P393,"PHYSICAL REVIEW LETTERS 131, 228102 (2023)",P393_unidentified.pdf,2023,medium,partial,excerpt,general,Polymer networks are the molecular scaffolds that form significantlyunderestimatedtheintrinsicfractureenergyof thebasisofmaterialsinawiderangeofbothcommonand polymer networks by ∼1–2 orders of magnitude (see,line 17,1,scaffold,medium,standard,FALSE
P393,"PHYSICAL REVIEW LETTERS 131, 228102 (2023)",P393_unidentified.pdf,2023,medium,partial,figure_caption,measurement,"Intrinsic fracture energy. (a) In Griffith’s theory, the
bridging polymer chain (U chain ), i.e., Γ 0 ¼Γ LT ¼MU chain i s n in tr g in le si l c ay f e r r ac o t f u a re tom en i e c rg b y on e d q s u . a (b ls )I t n he th e e n L er a g k y e-T ne h e o d m e a d s t m o o b d r e e l a , k th",Figure 1,,Figure 1,medium,standard,FALSE
P393,"PHYSICAL REVIEW LETTERS 131, 228102 (2023)",P393_unidentified.pdf,2023,medium,partial,figure_caption,measurement,"Generality of elevated intrinsic fracture energy in To investigate where and how the released energy is
polymerlike networks. (a) Intrinsic fracture energy of irregular dissipated, we establish a spring-mass model to simulate
networks with dispersed edge lengths, with variations ranging
the dynamic ",Figure 3,,Figure 3,medium,standard,FALSE
P406,"PHYSICAL REVIEW E 99,012107(2019)",P406_unidentified.pdf,2019,medium,partial,excerpt,general,"PHYSICAL REVIEW E 99,012107(2019) Marginallystablephasesinmean-fieldstructuralglasses",line 1,1,review,medium,standard,FALSE
P406,"PHYSICAL REVIEW E 99,012107(2019)",P406_unidentified.pdf,2019,medium,partial,excerpt,general,havebarelyenoughcontactstobemechanicallystable.From transitionshavequalitativelydistinctfeatures.,line 42,2,mechanical,medium,standard,TRUE
P406,"PHYSICAL REVIEW E 99,012107(2019)",P406_unidentified.pdf,2019,medium,partial,excerpt,method,"the glassy phase at T =0, jamming transitions are protocol instance,bydivergingmechanicalsusceptibilities[34,37,38]. dependent and occur over a continuous range of packing The Gardner phase may thus provide an elegant route to",line 72,2,mechanical,medium,standard,FALSE
P406,"PHYSICAL REVIEW E 99,012107(2019)",P406_unidentified.pdf,2019,medium,partial,figure_caption,measurement,"Therelevantadimensional
Theoretical calculations in the framework of the mean-
control parameters are the packing fraction ϕ and the ratio
fieldtheoryoftheglasstransition[11,21–24]haveconfirmed
of thermal agitation k T to the interaction strength between
B these ideas and suggested in addition the e",Figure 1,,Figure 1,medium,standard,FALSE
P406,"PHYSICAL REVIEW E 99,012107(2019)",P406_unidentified.pdf,2019,medium,partial,figure_caption,measurement,"In
Numerical simulations and experiments in finite- particular,itisusefultoconsidertheharmonicspheremodel
(cid:2) (cid:3)
dimensional systems were performed to explore these (cid:3) r 2
theoreticalideas,yieldingcontrastingresults.Numericalstud- v (r)= 1− θ(σ −r), (1)
harm
2 σ
ies of three-dimensiona",Figure 1,,Figure 1,medium,standard,FALSE
P406,"PHYSICAL REVIEW E 99,012107(2019)",P406_unidentified.pdf,2019,medium,partial,figure_caption,measurement,"12λ2 − ∞ dhP(h)A(h) ItisusefultodefineanadditionallineT (ϕˆ )inthephasedi-
(cid:3)4 −∞ J g
agramtorationalizetheresultsinSec.IV.Thislineseparates
with
glassesintotwoclasses:IfT >T (ϕˆ ),thestateisjammed
g J g
A(h)=f (cid:7)(cid:7)(cid:7)(cid:7) (h)2−12λf (cid:7)(cid:7) (h)f (cid:7)(cid:7)(cid:7) (h)",Figure 2,,Figure 2,medium,standard,FALSE
P406,"PHYSICAL REVIEW E 99,012107(2019)",P406_unidentified.pdf,2019,medium,partial,figure_caption,measurement,"For each initial glass, we construct a
ofincreasingglassstability[67–69].
two-dimensionalstate-followingphasediagram,presentedin
Overall,increasingthedegreeofannealingoftheglassex-
terms of T and η. Results for the inverse power law are
tendstheregionofstabilityofthesimpleglassphase,pushing
presente",Figure 2,,Figure 2,medium,standard,FALSE
P406,"PHYSICAL REVIEW E 99,012107(2019)",P406_unidentified.pdf,2019,medium,partial,figure_caption,measurement,"These glasses are stable enough that the Gardner
also destabilizes at the Gardner transition (solid blue line) or at phaseisseparatedintotwodistinctregions.
a continuous transition towards a 1RSB phase (dashed blue line). We present in Figs. 5(a)–5(d) the state-following phase
BelowtheGardnertransit",Figure 2,,Figure 2,medium,standard,FALSE
P407,"See discussions, stats, and author profiles for this publication at: https://www.researchgate.net/publication/228644644",P407_unidentified.pdf,2006,medium,good,abstract,general,"Most liquids, under suitable conditions, are capable of transforming into glass, which is a microscopically disor-
dered, solid form of matter. Glass formation occurs in the laboratory because the viscosity of the liquid becomes
very high, causing the liquid to fall out of equilibrium on experimental time scales. Whether a true thermody-
namic transition underlies the laboratory transformation is among the questions that remains to be answered. An-
other major theme of research activity is direc",abstract section,1,abstract,high,standard,TRUE
P407,"See discussions, stats, and author profiles for this publication at: https://www.researchgate.net/publication/228644644",P407_unidentified.pdf,2006,medium,good,excerpt,general,the dramatic growth of viscosity of liquids at low temperatures. Significant progress has recently been made by focusing attention on quantitative aspects of the energy landscape of glass-forming liquids. An outline of the ap-,line 28,1,progress,medium,standard,FALSE
P407,"See discussions, stats, and author profiles for this publication at: https://www.researchgate.net/publication/228644644",P407_unidentified.pdf,2006,medium,good,excerpt,general,"mechanical properties of a solid [1–7]. For many materials, the glass state is a metastable state, and the state of the material in equilibrium is a crystalline solid. For some, notably",line 41,2,mechanical,medium,standard,FALSE
P407,"See discussions, stats, and author profiles for this publication at: https://www.researchgate.net/publication/228644644",P407_unidentified.pdf,2006,medium,good,excerpt,general,A brief overview of the phenomenology of glass formation is described in this section. Fur- ther details may be found in various recent reviews on the subject [1–7]. The purpose here,line 78,2,overview,medium,standard,FALSE
P407,"See discussions, stats, and author profiles for this publication at: https://www.researchgate.net/publication/228644644",P407_unidentified.pdf,2006,medium,good,figure_caption,measurement,"(a) Relaxation times for a range of densities for the ‘80:20’ binary mixture shown in an Arrhenius plot,
indicating deviation from Arrhenius behaviour at low temperatures. (b) Scaled plot of inherent structure energies
showing a 1/T temperature dependence at low temperatures, and deviations away fro",Figure 1,,Figure 1,medium,standard,FALSE
P407,"See discussions, stats, and author profiles for this publication at: https://www.researchgate.net/publication/228644644",P407_unidentified.pdf,2006,medium,good,figure_caption,measurement,"The temperature dependence of the inherent
structure (IS) energy and the KWW exponent b for
the ‘50:50’ binary mixture. Deviations in b away
from 1 closely track the deviations of the IS energy
from the high temperature plateau. Adapted from
[62]. Four independent samples for the energy, and
two dif",Figure 2,,Figure 2,medium,standard,FALSE
P407,"See discussions, stats, and author profiles for this publication at: https://www.researchgate.net/publication/228644644",P407_unidentified.pdf,2006,medium,good,figure_caption,measurement,"(a) The self intermediate scattering function of A particles, from the time series of inherent structures,
along with fits to the KWW stretched exponential form in eqn (3). (b) Coefficients f(k) from the KWW fits
above vs temperature. Adapted from [61].
from these structures, at very low temperature",Figure 3,,Figure 3,medium,standard,FALSE
P407,"See discussions, stats, and author profiles for this publication at: https://www.researchgate.net/publication/228644644",P407_unidentified.pdf,2006,medium,good,figure_caption,measurement,"The thermodynamic fragilities agree with the
kinetic fragilities (obtained from diffusivities) to quite a reasonable degree. Figure 6 shows
the configurational entropy densities (log of the distribution W of minima) estimated in the
process of calculating the configurational entropy, which shows tha",Figure 4,,Figure 4,medium,standard,FALSE
P407,"See discussions, stats, and author profiles for this publication at: https://www.researchgate.net/publication/228644644",P407_unidentified.pdf,2006,medium,good,figure_caption,measurement,"The distribution of minima estimated from simu-
lation data following the method described in Section 7,
represented by the configurational entropy density (see
eqn (5)). The larger data points are averages of estimates
from individual temperatures (shown in smaller sym-
bols). The continuous lines ",Figure 6,,Figure 6,medium,standard,FALSE
P408,"PHYSICAL REVIEW X 12, 021001 (2022)",P408_unidentified.pdf,2021,medium,partial,excerpt,general,"PHYSICAL REVIEW X 12, 021001 (2022) Relaxation Dynamics in the Energy Landscape of Glass-Forming Liquids",line 1,1,review,medium,standard,FALSE
P408,"PHYSICAL REVIEW X 12, 021001 (2022)",P408_unidentified.pdf,2021,medium,partial,excerpt,general,and mechanical properties [32]. ments between initial and final configurations in several Virtually all studies of glassy landscapes start by three-dimensional models and reports the existence of a,line 97,3,mechanical,medium,standard,FALSE
P408,"PHYSICAL REVIEW X 12, 021001 (2022)",P408_unidentified.pdf,2021,medium,partial,excerpt,general,"geneities and Mechanical Behavior of Amorphous Alloys, Theory for a Supercooled Binary Lennard-Jones Mixture.",line 1039,26,mechanical,medium,standard,FALSE
P408,"PHYSICAL REVIEW X 12, 021001 (2022)",P408_unidentified.pdf,2021,medium,partial,figure_caption,measurement,"(a)VelocityhjvðtÞjiasafunctionoftimetintheMari-
Kurchan soft-sphere model at several temperatures with
N ¼16384.(b)Velocitydecayattwoselectedinitialequilibrium
temperaturesandseveralsystemsizes.Thedashedlineindicates
β¼0.75.
021001-3
temperature. For high temperatures, T≳0.006, hjvðtÞji T ≈0.0084, c",Figure 1,,Figure 1,medium,standard,FALSE
P408,"PHYSICAL REVIEW X 12, 021001 (2022)",P408_unidentified.pdf,2021,medium,partial,figure_caption,measurement,"ThevelocityhjvðtÞjiasafunctionoftimetfortheharmonicspheresintwo,three,four,andeightdimensions(a),thethree-
dimensionalsoftspheres(b),theKob-AndersenLennard-Jonesmodel(KALJ)(c),thetwo-dimensionalharmonicspheres(d),thesoft
spheres(e),andtheKob-AndersenLennard-Jonesmodel(f).In(a),thenumberofparticlesis",Figure 2,,Figure 2,medium,standard,FALSE
P408,"PHYSICAL REVIEW X 12, 021001 (2022)",P408_unidentified.pdf,2021,medium,partial,figure_caption,measurement,"Two-dimensional soft spheres. (a)–(c) Nonaffine dis-
1
EðtÞ≃Eðt→∞Þþ ΔrðtÞ·H·ΔrðtÞ; ð4Þ placements D2 min and (d)–(f) defects for three different configu-
2 rations.In(d)–(f),defectsareshowninred,otherparticlesarein
blue. In all panels, the displacement vectors rðt¼0Þ−rðt→
withΔrðtÞ¼rðt→∞Þ−rðtÞandHth",Figure 3,,Figure 3,medium,standard,FALSE
P454,Chemical Society Reviews,P454_unidentified.pdf,2013,medium,partial,excerpt,general,Phase transition-induced elasticity of αα-helical bioelastomeric fi bres and networks Chem Soc Rev,line 6,1,elastomer,medium,high_relevance_pu,FALSE
P454,Chemical Society Reviews,P454_unidentified.pdf,2013,medium,partial,excerpt,general,"bioelastomeric fibres and networks Citethis:Chem.Soc.Rev.,2013,",line 10,1,elastomer,medium,high_relevance_pu,FALSE
P454,Chemical Society Reviews,P454_unidentified.pdf,2013,medium,partial,excerpt,general,Naturalelastomericfibresplaycentralstructuralandfunctionalrolesinavarietyoftissuesproducedbymany organisms from diverse Phyla. Most of these fibres feature amorphous structure and their long-range elastic,line 14,1,elastomer,medium,high_relevance_pu,TRUE
P454,Chemical Society Reviews,P454_unidentified.pdf,2013,medium,partial,figure_caption,measurement,"For some of these structural
features exist – such as b-spirals,6 b-turns and polyproline(II) proteinsX-raydiffractiondataofwholetissuesorreconstituted
structure14 in elastin-like peptides as observed by circular- native materials are often difficult to obtain. However three-
dichroism(CD)orNuclearM",Figure 1,,Figure 1,medium,standard,TRUE
